0,0
1,-0.000510289
2,-0.000498335
3,0.00236914
4,-0.00259965
5,-0.000354336
6,0.00237551
7,0.00192376
8,0.00210032
9,0.00315787
10,0.000785364
11,0.00183458
12,0.00502232
13,-0.00245572
14,-0.00804952
15,-0.00570593
16,-0.00625614
17,-0.00633512
18,-0.00503783
19,-0.00184373
20,-0.00123354
21,-0.000153733
22,-0.00905477
23,-0.0119609
24,-0.0110268
25,-0.0093277
26,-0.00438986
27,-0.00234153
28,-0.000295683
29,0.00286587
30,0.000558544
31,0.00195646
32,-0.000326748
33,0.00271253
34,0.00468921
35,0.00589443
36,0.00577548
37,0.000898024
38,0.000148482
39,-0.00295709
40,-0.00269421
41,-0.00531838
42,-0.00531418
43,-0.00770329
44,-0.00531086
45,-0.00427617
46,-0.0107175
47,-0.0176877
48,-0.0144237
49,-0.0128997
50,-0.011905
51,-0.0112839
52,-0.0119701
53,-0.0122453
54,-0.0101822
55,-0.00579438
56,-0.00728865
57,-0.0105807
58,-0.0126379
59,-0.0127412
60,-0.0123235
61,-0.0162123
62,-0.0165178
63,-0.015152
64,-0.00935818
65,-0.0121921
66,-0.0124422
67,-0.0105689
68,-0.011631
69,-0.0119286
70,-0.0119104
71,-0.0117451
72,-0.0140483
73,-0.0174868
74,-0.0161787
75,-0.0133692
76,-0.0146741
77,-0.0142233
78,-0.0131809
79,-0.0144155
80,-0.0109296
81,-0.0131486
82,-0.0114105
83,-0.012678
84,-0.0106159
85,-0.012025
86,-0.00960755
87,-0.00939742
88,-0.0103267
89,-0.0104828
90,-0.00896285
91,-0.00841164
92,-0.0105125
93,-0.00994381
94,-0.00892902
95,-0.00875462
96,-0.00896474
97,-0.0134943
98,-0.0154733
99,-0.0172943
100,-0.0168031
101,-0.0164273
102,-0.0175126
103,-0.0184207
104,-0.0218295
105,-0.0263798
106,-0.0216923
107,-0.0216183
108,-0.0160566
109,-0.0182785
110,-0.0181005
111,-0.0144019
112,-0.0129578
113,-0.0103091
114,-0.0116384
115,-0.012262
116,-0.00891829
117,-0.00766965
118,-0.00652547
119,-0.00929032
120,-0.0103504
121,-0.0135613
122,-0.0132942
123,-0.0165316
124,-0.01966
125,-0.0190066
126,-0.0220013
127,-0.0222818
128,-0.019782
129,-0.021868
130,-0.0283088
131,-0.0257286
132,-0.0267744
133,-0.0300958
134,-0.0289979
135,-0.0288796
136,-0.0270867
137,-0.0227787
138,-0.0210927
139,-0.0242603
140,-0.0251826
141,-0.0261615
142,-0.027111
143,-0.0313437
144,-0.0338282
145,-0.0359679
146,-0.0384862
147,-0.0327781
148,-0.0351827
149,-0.0331443
150,-0.0354121
151,-0.0335352
152,-0.0341813
153,-0.0339611
154,-0.0325102
155,-0.0336222
156,-0.0373947
157,-0.0343197
158,-0.0379487
159,-0.034556
160,-0.0357979
161,-0.0336629
162,-0.0339755
163,-0.0341339
164,-0.0360862
165,-0.0409778
166,-0.0418133
167,-0.0449422
168,-0.0437808
169,-0.0414828
170,-0.041538
171,-0.0383147
172,-0.0353993
173,-0.0348011
174,-0.0314499
175,-0.0320896
176,-0.0346533
177,-0.0387066
178,-0.036917
179,-0.0370551
180,-0.0426168
181,-0.0439303
182,-0.0441961
183,-0.0421049
184,-0.0435073
185,-0.0419047
186,-0.0423587
187,-0.0388361
188,-0.0407295
189,-0.042273
190,-0.0398122
191,-0.0365481
192,-0.0391434
193,-0.0405872
194,-0.0378653
195,-0.0359407
196,-0.0353382
197,-0.0294009
198,-0.0281128
199,-0.024837
200,-0.0222504
201,-0.021773
202,-0.0193351
203,-0.0177661
204,-0.0143173
205,-0.0209327
206,-0.0217025
207,-0.0254224
208,-0.0262423
209,-0.025258
210,-0.0262681
211,-0.0274602
212,-0.0275906
213,-0.0253171
214,-0.0248212
215,-0.0276848
216,-0.0277617
217,-0.0287737
218,-0.0285097
219,-0.0283313
220,-0.0271632
221,-0.0312981
222,-0.035404
223,-0.0348372
224,-0.0314024
225,-0.0281235
226,-0.0318581
227,-0.03423
228,-0.0344776
229,-0.0380004
230,-0.0398042
231,-0.0393774
232,-0.038892
233,-0.040994
234,-0.0437617
235,-0.0470329
236,-0.0443485
237,-0.0446279
238,-0.0442886
239,-0.0436156
240,-0.0456532
241,-0.0459231
242,-0.0452621
243,-0.0415869
244,-0.0413366
245,-0.0435941
246,-0.0449235
247,-0.0470593
248,-0.0497499
249,-0.0492736
250,-0.0528138
251,-0.0515641
252,-0.0487948
253,-0.0490504
254,-0.0510045
255,-0.0480027
256,-0.0446137
257,-0.0439976
258,-0.0463945
259,-0.0456221
260,-0.043255
261,-0.0404238
262,-0.0441758
263,-0.0428285
264,-0.0455325
265,-0.0432522
266,-0.0421774
267,-0.0393361
268,-0.0398188
269,-0.0379672
270,-0.0385259
271,-0.0363488
272,-0.0361021
273,-0.0395603
274,-0.0402315
275,-0.0390851
276,-0.0386845
277,-0.038795
278,-0.038573
279,-0.0349599
280,-0.0327586
281,-0.0336574
282,-0.0413214
283,-0.0428458
284,-0.0438889
285,-0.0452473
286,-0.0422927
287,-0.0413155
288,-0.0430527
289,-0.0450116
290,-0.0446528
291,-0.0457982
292,-0.0503089
293,-0.0531918
294,-0.0548701
295,-0.0581588
296,-0.0530606
297,-0.0503154
298,-0.0522869
299,-0.0525997
300,-0.0496797
301,-0.0517513
302,-0.0549735
303,-0.0534673
304,-0.0491785
305,-0.0488853
306,-0.0466099
307,-0.0481172
308,-0.0485739
309,-0.0497498
310,-0.047682
311,-0.0477881
312,-0.0490184
313,-0.0501661
314,-0.0554432
315,-0.0595635
316,-0.0622268
317,-0.0621019
318,-0.0622695
319,-0.0657022
320,-0.0717279
321,-0.0722983
322,-0.0786498
323,-0.0763172
324,-0.0778546
325,-0.0780461
326,-0.0771672
327,-0.0783333
328,-0.0774469
329,-0.0794321
330,-0.0753086
331,-0.0815688
332,-0.0829964
333,-0.0868527
334,-0.0839733
335,-0.0844017
336,-0.082535
337,-0.0800055
338,-0.0815946
339,-0.0754711
340,-0.0769118
341,-0.0759606
342,-0.0811983
343,-0.0789312
344,-0.0806666
345,-0.0798836
346,-0.0827133
347,-0.0865952
348,-0.087964
349,-0.086255
350,-0.0854907
351,-0.0897291
352,-0.0929382
353,-0.0881221
354,-0.0883784
355,-0.0900564
356,-0.0952898
357,-0.0976397
358,-0.0977284
359,-0.0955668
360,-0.0966383
361,-0.0958359
362,-0.094425
363,-0.0919762
364,-0.0939348
365,-0.093805
366,-0.0925377
367,-0.0958944
368,-0.0994473
369,-0.0997533
370,-0.0938749
371,-0.0912984
372,-0.0921416
373,-0.0898914
374,-0.0903462
375,-0.0886959
376,-0.0878927
377,-0.0861998
378,-0.0875774
379,-0.0888263
380,-0.0862356
381,-0.085763
382,-0.0840818
383,-0.087085
384,-0.0895078
385,-0.0861305
386,-0.0879903
387,-0.0888757
388,-0.0903638
389,-0.0911994
390,-0.0896053
391,-0.0915598
392,-0.088815
393,-0.090948
394,-0.0845433
395,-0.087279
396,-0.0883656
397,-0.0982207
398,-0.0989724
399,-0.0995334
400,-0.098209
401,-0.0974811
402,-0.0973497
403,-0.0978272
404,-0.0958825
405,-0.0929556
406,-0.0944844
407,-0.0956438
408,-0.093065
409,-0.0920735
410,-0.0903994
411,-0.0914022
412,-0.0909173
413,-0.0971074
414,-0.0948318
415,-0.0914252
416,-0.0932188
417,-0.0920741
418,-0.0886774
419,-0.0933998
420,-0.0933826
421,-0.0938658
422,-0.0901616
423,-0.0882594
424,-0.0949436
425,-0.0939091
426,-0.0913422
427,-0.0962873
428,-0.0994141
429,-0.0971607
430,-0.100451
431,-0.0988434
432,-0.0925839
433,-0.0911773
434,-0.089542
435,-0.0892515
436,-0.0925498
437,-0.0975044
438,-0.097783
439,-0.0931086
440,-0.0975352
441,-0.100586
442,-0.0964481
443,-0.094333
444,-0.0923472
445,-0.0867658
446,-0.0871817
447,-0.0876364
448,-0.0837988
449,-0.0846449
450,-0.0881737
451,-0.0906382
452,-0.0939604
453,-0.0943957
454,-0.0964214
455,-0.0960596
456,-0.0956997
457,-0.0931848
458,-0.0892852
459,-0.0889304
460,-0.0889409
461,-0.0894536
462,-0.0921973
463,-0.0962855
464,-0.0923252
465,-0.0883512
466,-0.0904394
467,-0.0917529
468,-0.0884055
469,-0.0875783
470,-0.085129
471,-0.0863346
472,-0.0867564
473,-0.0897556
474,-0.0909934
475,-0.0918259
476,-0.0913416
477,-0.090515
478,-0.0936096
479,-0.0897917
480,-0.0910338
481,-0.0908393
482,-0.0912311
483,-0.0889243
484,-0.0856685
485,-0.090715
486,-0.0904378
487,-0.091981
488,-0.0943231
489,-0.0989314
490,-0.0987271
491,-0.100425
492,-0.0981225
493,-0.10546
494,-0.114532
495,-0.111507
496,-0.109773
497,-0.110094
498,-0.105575
499,-0.108621
500,-0.109585
501,-0.106692
502,-0.106925
503,-0.107291
504,-0.104737
505,-0.100695
506,-0.0989782
507,-0.102635
508,-0.101058
509,-0.104907
510,-0.10333
511,-0.101247
512,-0.0958275
513,-0.0920555
